basicData/language,basicData/name,basicData/email,basicData/phone,basicData/fax,basicData/title,basicData/body,basicData/web,geoData/address,geoData/zipcode,geoData/locality,geoData/country,geoData/latitude,geoData/longitude,geoData/subAdministrativeArea,multimedia/media/0/description,multimedia/media/0/url,multimedia/media/0/_type,multimedia/media/1/description,multimedia/media/1/url,multimedia/media/1/_type,multimedia/media/2/description,multimedia/media/2/url,multimedia/media/2/_type,extradata/item/0/_name,extradata/item/0/__text,extradata/item/1/_name,extradata/item/1/__text,extradata/item/2/_name,extradata/item/2/__cdata,extradata/item/3/_name,extradata/item/3/__cdata,extradata/categorias/categoria/0/item/0/_name,extradata/categorias/categoria/0/item/0/__text,extradata/categorias/categoria/0/item/1/_name,extradata/categorias/categoria/0/item/1/__text,extradata/fechas,_fechaActualizacion,_id,multimedia/media/3/description,multimedia/media/3/url,multimedia/media/3/_type,multimedia/media/4/description,multimedia/media/4/url,multimedia/media/4/_type,multimedia/media/5/description,multimedia/media/5/url,multimedia/media/5/_type,multimedia/media/6/description,multimedia/media/6/url,multimedia/media/6/_type,multimedia/media/7/description,multimedia/media/7/url,multimedia/media/7/_type,multimedia/media/8/description,multimedia/media/8/url,multimedia/media/8/_type,extradata/categorias/categoria/1/item/0/_name,extradata/categorias/categoria/1/item/0/__text,extradata/categorias/categoria/1/item/1/_name,extradata/categorias/categoria/1/item/1/__text,extradata/categorias/categoria/2/item/0/_name,extradata/categorias/categoria/2/item/0/__text,extradata/categorias/categoria/2/item/1/_name,extradata/categorias/categoria/2/item/1/__text
es,Centro Deportivo Municipal La Cebada,info@cdmlacebada.com,,,Centro Deportivo Municipal La Cebada,"<p><strong>Situado en la Plaza de l a Cebada, de donde hereda su nombre, este nuevo Centro Deportivo Municipal comienza su andadura en noviembre de 2022. En su interior se pueden practicar una gran variedad de deportes a lo largo de toda la semana y en un amplio horario continuo, desde las 7:00 hasta las 24:00 horas. </strong></p><p>El CDM La Cebada cuenta con 7720 metros cuadrados repartidos en varias plantas donde la luz natural está presente. En la -1 se encuentran dos piscinas climatizadas (una deportiva de 25&times;16 metros, con ocho calles y otra polivalente e infantil de 12&times;6 metros), en la segunda planta cuenta con una pista polideportiva de 960 m<sup>2</sup> entre la primera y la tercera planta se reparten 350 m2 de gimnasio con sala de fitness, sala de musculación con equipamiento innovador y sala de actividades dirigidas.</p><p>Además, dispone de 915 m2 de terraza donde poder practicar ejercicio al aire libre, donde se encuentra una pista de atletismo.</p><p>Las instalaciones se completan con oficinas para administración, vestuarios masculino, femenino, infantil y adaptado para personas con movilidad reducida, aseos, taquillas de uso diario y wifi gratuito en todo el recinto.</p>",https://www.esmadrid.com/deporte/centro-deportivo-municipal-cebada,"de la Cebada, 15",28005,,Spain,40.410430900000,-3.709461200000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/QazZ0lo3NALFEN7ztrPl2P1RD7LzT2Uhyqu6a4kLxsY/mtime:1668424211/sites/default/files/recursosturisticos/deporte/centro_deportivo_municipal_la_cebada.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/TXbgXQZw024D04If2hcDWz2MvxuVb3UpKBF-5IGiZEo/mtime:1668424107/sites/default/files/recursosturisticos/deporte/centro_deportivo_municipal_la_cebada_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Ed0QFav0hQIyLRXiw71amPwXWcKgKAL51RHuO89jqVM/mtime:1668424173/sites/default/files/recursosturisticos/deporte/centro_deportivo_municipal_la_cebada_3.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,"<p>Lun &ndash; Dom: 7:00 &ndash; 24:00 h</p><p>24 y 31 diciembre: 7:00 &ndash; 15:00 h</p><p>Cerrado: 1 mayo, 25 diciembre, 1 enero</p><p>Los espacios deportivos cierran media hora antes.</p>",idCategoria,7068,Categoria,Centros deportivos,,2022-11-28,101051,,,,,,,,,,,,,,,,,,,,,,,,,,
es,SERGIO RAMOS by JOHN REED ,info@sergioramosbyjohnreed.com,914 56 10 02,,SERGIO RAMOS by JOHN REED ,"<p><strong>Situado en la estación de Moncloa se encuentra este espacio dedicado a la actividad deportiva de la mano del futbolista Sergio Ramos y el empresario del <em>fitness, </em>Rainer Schaller.</strong></p><p>El estudio, de 21 530 metros cuadrados e inspirado en los gimnasios estilo<em> boutique</em>, está dividido en cinco áreas: funcional, <em>running</em>, boxeo, fuerza, agilidad y cardio. Combina los clásicos elementos de <em>fitness</em> y una amplia zona de gimnasio. Ya sea solo en las máquinas o en los pesos libres, en clases grupales o en sesiones 1:1 con entrenadores personales, los socios tienen un abanico de opciones de entrenamiento ideal para cada uno de sus objetivos personales. Todas las sesiones están animadas mediante los ritmos de los sets de DJ en directo, aumentando la motivación y garantizando un ambiente incomparable durante el entrenamiento.</p><p>En cuanto a su diseño, está decorado con detalles y piezas de arte inspiradas en la personalidad del futbolista y seleccionados por él mismo. Asimismo, en la tienda del club se puede comprar la colección limitada de moda <em>street style</em> diseñada junto con Sergio Ramos y un bar donde recargar energía antes o después del entrenamiento.</p>",https://www.esmadrid.com/deporte/sergio-ramos-john-reed,"de la Princesa, 89. (Estación de Moncloa)",28008,,Spain,40.434675700000,-3.719510600000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/3k9vtWGwAmQYbO7yZHiIupY9IuqrxBN-YHS1Pael5OU/mtime:1643190745/sites/default/files/recursosturisticos/deporte/c_sergioramosbyjohnreed_club_1-1.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/o9rA9wryl_exLckapZOSeBN2XsDSNTpFs9ZSyA-b7hk/mtime:1643190796/sites/default/files/recursosturisticos/deporte/c_sergioramosbyjohnreed_club_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/azegHZtWKE0Ky8SKH3eo39WuRjvsbzNSy2Ran2nIyFI/mtime:1643190831/sites/default/files/recursosturisticos/deporte/c_sergioramosbyjohnreed_club_4.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Lunes - viernes: 6:30 - 24:00 h</p><p>Sáb - Dom: 8:00 - 21:00 h</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,98890,,https://estaticos.esmadrid.com/cdn/farfuture/C3IVR07Yc33YSp9daWGk8TaifOofh1fW0wGXFvlS9l0/mtime:1643190853/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_6.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/OKF1zb3cUI_qtRI2Y0KHRAN9ArhcxfzCYpsD5r2KtuM/mtime:1643190892/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_7.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/7azQdZClCPij4wmelUehh1z1ectQRa7pp7Yx2UgvKck/mtime:1643190914/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_8.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/NP_MEHF2u54HmLZMpUYOnH01eLvqzHYcw_0X74Qd2xI/mtime:1643190942/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_10.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/CDIXJQedrpclzJVdBozmfIotTpyX9-KsvxTwPhyYKBo/mtime:1643190964/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_14-1.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/IOhctLSWqO-ATeE4gDuUD8SWP_t0umMfBc-va_JS3Xg/mtime:1643190985/sites/default/files/recursosturisticos/deporte/csergioramosbyjohnreed_club_16-1.jpg,image,idCategoria,7069,Categoria,Gimnasios,,,,
es,La Nave Parkour Academy,info@lanaveparkour.es,(+34) 91 539 70 29,,La Nave Parkour Academy,"<p class=""normal""><strong>Situado en el distrito de Puente de Vallecas, este novedoso gimnasio es el primero de Madrid dedicado en exclusiva a la práctica del parkour, un deporte de origen francés que consiste en sortear los obstáculos urbanos realizando acrobacias, para lo que hay que tener un dominio total del cuerpo. Este original método de entrenamiento persigue la mejora de las capacidades físicas y mentales para conseguir un mayor control corporal.</strong></p><p class=""normal"">Este espacio 360&deg; ha sido creado por Miguel Espada, Eduardo Arocha y el reconocido influencer Antonio Mojonero, alias Shifer. Con él buscan un mayor reconocimiento de esta práctica deportiva y facilitar su aprendizaje a todos aquellos que estén interesados.</p><p class=""normal"">La Nave cuenta con 900 metros cuadrados en los que se han situado todo tipo de estructuras metálicas, paredes de cemento, plataformas de madera, un foso con cubos de gomaespuma, y un tatami en los que practicar y aprender esta disciplina.</p><p class=""normal"">Además de poder practicar en sesiones libres, La Nave dispone de varias clases para todas las edades y niveles. En sus instalaciones también se podrá practicar Brazilian Jiu-Jitsu, un arte marcial, deporte de combate y sistema de defensa personal desarrollado en Brasil.</p>",https://www.esmadrid.com/deporte/nave-parkour-academy,"San Toribio, 10",28031,,Spain,40.380144700000,-3.635357200000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/zBO6lu5iIvHUunmIjnEIeWz2KUzwhncQpzXQ6Ud1Ae0/mtime:1612183921/sites/default/files/recursosturisticos/deporte/la_nave_parkour_4.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/dKGH_sNtWBucyxRTrdJDZR6GrsDuOFrKFwxcu_DHJOM/mtime:1612183994/sites/default/files/recursosturisticos/deporte/la_nave_parkour_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/XA0bM5YCMPM0EBkiY-IlLn-akk7y8BNoUjnLMsgQVmc/mtime:1612184041/sites/default/files/recursosturisticos/deporte/la_nave_parkour_3.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Lun &ndash; vier: 17:00 - 22:00 h</p><p>Sáb &ndash; dom: 10:00 - 14:00 h</p><p>Consultar horario de clases en web oficial.</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-28,96228,,https://estaticos.esmadrid.com/cdn/farfuture/1RV4vYV_jV0oJplBKdWadBq0ICYlmi0h6uEvAi4ef54/mtime:1612184101/sites/default/files/recursosturisticos/deporte/la_nave_parkour.jpg,image,,,,,,,,,,,,,,,,idCategoria,7069,Categoria,Gimnasios,,,,
es,Sharma Climbing Madrid,info@sharmaclimbingmadrid.com,(+34) 913 43 98 10,,Sharma Climbing Madrid,"<p><strong>El escalador y empresario norteamericano Chris Sharma es el artífice de este gran centro de escalada, situado en el distrito de San Blas. Después de abrir un primer local en Barcelona en 2015, el recinto de Madrid, con cerca de 4000 metros cuadrados de muros escalables, se convierte en el rocódromo más grande de España. En él se imparten clases de escalada para niños desde los 4&nbsp;años y para adultos.</strong></p><p>Sharma Climbing Madrid cuenta con muros de hasta 19 metros de altura, con cerca de 160 vías y 150 bloques; un muro de competición de Boulder de 30 metros de ancho, perfecto para acoger competiciones de escalada; un Campus board, con diferentes tipos de agarres y un Kilterboard (plafón regulable en inclinación que permite elegir entre más de 50 000 opciones)&nbsp; y 2 vías de velocidad homologadas por la IFSC (Federación Internacional de Escalada).</p><p>La instalación cuenta además con una <strong>sala de fitness totalmente equipada</strong> y dividida en 5 partes claramente diferenciadas: Cardio, zona de musculación, entrenamiento funcional, calistenia y estiramiento ; <strong>una sala polivalente </strong>de&nbsp; 200 m<sup>2</sup>, acondicionada para yoga y otras actividades dirigidas&hellip;; <strong>área infantil</strong> con un muro adaptado a las necesidades de los más pequeños; tienda con todo lo necesario para escalar; y un <strong>bar &ndash; restaurante</strong>, el 9Bar+, para 40 comensales, con vistas al rocódromo. También cuenta con una terraza de 400 metros en la que se organizarán clases de yoga al aire libre y diversos eventos.</p>",https://www.esmadrid.com/deporte/sharma-climbing-madrid,"de Julián Camarillo, 55",28037,,Spain,40.437760000000,-3.620150000000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/u_LemCrdefpLuJs_wIAdkHnwvLZm0gztm-gAiBF-uwA/mtime:1605610027/sites/default/files/recursosturisticos/deporte/sharma_4.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/MAuXGqSWhD8FGm7IZczTbZ-qDX8ofqno2HErJMdD3M8/mtime:1605609933/sites/default/files/recursosturisticos/deporte/sharma_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/e_0h7beifwEkrbUw9CDeBO_QthWhoXlBFv8f8SY4V1M/mtime:1605609989/sites/default/files/recursosturisticos/deporte/sharma_3.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Lun &ndash; vier: 8:00 - 23:00 h</p><p>Sáb &ndash; dom: 9:00 &ndash; 22:00 h</p><p>&nbsp;</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,95769,,https://estaticos.esmadrid.com/cdn/farfuture/bwVUpBkA9Yh2qJBLaf3wCLn6QF14bGotmWM7zCmx1CY/mtime:1605610074/sites/default/files/recursosturisticos/deporte/sharma.jpg,image,,,,,,,,,,,,,,,,idCategoria,7069,Categoria,Gimnasios,,,,
es,Spa Hotel Four Seasons,spa.madrid@fourseasons.com,(+34) 91 088 33 33,,Spa Hotel Four Seasons,"<p><strong>Situado en las últimas plantas del lujoso hotel <a href=""https://www.esmadrid.com/alojamientos/four-seasons-hotel-madrid"">Four Seasons</a>, próximo a la <a href=""https://www.esmadrid.com/informacion-turistica/puerta-del-sol"">Puerta del Sol</a>, se encuentra este impresionante spa de más de 1400 m2, dividido en cuatro alturas diáfanas, al que pueden acudir tanto los clientes del hotel como cualquier turista o madrileño que quiera disfrutar de una sesión de bienestar y belleza en pleno centro de Madrid.</strong></p><p>El spa dispone de ocho cabinas con todo lo necesario para ofrecer tratamientos premium, tanto faciales como capilares y corporales, así como manicura y pedicura; de una piscina interior de 14 metros, iluminada por un techo acristalado que le otorga luz natural; baño de vapor y sauna; gimnasio abierto las 24 horas, equipado con los sistemas de entrenamiento cardiovascular y de resistencia más actuales; y, en la octava planta, un solárium con tumbonas con vistas a las azoteas de Madrid. En su sala de relajación cuenta con modernos divanes que incorporan la última tecnología de relajación, cortinas para mantener la privacidad, luces automáticas y controles de asiento.</p><p>&nbsp;</p>",https://www.esmadrid.com/deporte/spa-hotel-four-seasons,"de Sevilla, 3",28014,,Spain,40.417008900000,-3.700388000000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/aFSWXEOZlMK6Qr81abRcKFoV2QwCBLfJM0ooZfE4_14/mtime:1605181630/sites/default/files/recursosturisticos/deporte/spa_four_seasons.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/9llx3c-S968OBc1VI2UmzsvWJCInfTdekr57Xkjc2Gs/mtime:1605879895/sites/default/files/recursosturisticos/deporte/fourseasonsmadrid_spa_1.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/2iYU3rPEvNJNJB5JEL_mUOddn3-BUOVKIoa_tza1qW0/mtime:1605181496/sites/default/files/recursosturisticos/deporte/spa_four_seasons_2.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>De lunes a domingo.</p><p>Spa / Piscina: 7:00 - 21:00 h</p><p>Gimnasio: 24 horas</p><p>Tratamientos: 10:00 - 21:00 h</p><p>&nbsp;</p>,idCategoria,7069,Categoria,Gimnasios,,2022-09-20,95735,,,,,,,,,,,,,,,,,,,idCategoria,7073,Categoria,Spas y balnearios urbanos,,,,
es,Club Boxeo El Rayo,boxeoelrayo@gmail.com,(+34) 91 477 48 79,,Club Boxeo El Rayo,"<p><strong>Situado en los bajos del <a href=""https://www.esmadrid.com/informacion-turistica/campo-de-futbol-de-vallecas"">estadio de fútbol del Rayo Vallecano</a>, el Club Elemental del Deporte &ldquo;El Rayo&rdquo; comenzó su andadura en 1999, en el barrio de Vallecas. El Club es la plataforma deportiva de la federación madrileña de boxeo, donde se organizan los campeonatos anuales de boxeo amateur, novel y élite. En él&nbsp;han entrenado importantes boxeadores mundiales, como Javier Castillejo, Gabriel Campillo y el mítico Poli Díaz.</strong></p><p>En sus instalaciones se puede aprender todo tipo de categorías de boxeo: infantil, femenino, sin contacto, amateur y profesional para todas las edades. Su oferta se completa con clases de Muay Thai, MMA, Capoeira, Defensa Personal y Kunf Fu Sanda.</p><p>El gimnasio dispone de varios entrenadores que hablan inglés.</p><p>El club cuenta con dos centros más en Carabanchel, en el Paseo Castellanos, 5 (por la zona de Eugenia de Montijo) y en la calle Juan Francisco, 12 bis (por la zona de Oporto).</p>",https://www.esmadrid.com/deporte/club-boxeo-rayo,"del Payaso Fofó, 1",28018,,Spain,40.392499200000,-3.658843700000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/rhsL_K25KExrUzmlsa3b84LgI5rtojplSXEFf7hw6LQ/mtime:1585820522/sites/default/files/recursosturisticos/deporte/boxeo_el_rayo.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Elgrf-Wh0UGkH80CGPVGgwBlPc-HEciI4ps7FrN1PgI/mtime:1585820397/sites/default/files/recursosturisticos/deporte/boxeo_el_rayo_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/KebUnvjaS9QBgNr9gO14VC-N27vZBwalKVAyj5pUjjU/mtime:1585820489/sites/default/files/recursosturisticos/deporte/boxeo_el_rayo_2.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Lun - Vier: 8:00 - 22:00 h</p><p>Sábados: 9:00 - 14:00 h</p>,idCategoria,7069,Categoria,Gimnasios,,2022-09-20,94543,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Centro Deportivo Municipal  Circuito BMX,idmcircuitobmx@madrid.es,(+34) 91 527 97 04,,Centro Deportivo Municipal Circuito BMX,"<p><!-- x-tinymce/html --></p><p><strong>Este circuito, cuya superficie total es de 7500 metros cuadrados, cuenta con 8 carriles, cuestas, curvas, montañas y todo lo necesario para el ejercicio de este deporte. También ha sido dotado de vestuarios bajo la rampa de salida, oficinas, control de accesos y un graderío para 800 personas.</strong></p><p>El equipamiento, ubicado en el&nbsp;ámbito de <a href=""https://www.esmadrid.com/informacion-turistica/madrid-rio"">Madrid Río</a>, junto al Nudo Sur de la M-30, dispone de&nbsp;las más avanzadas tecnologías tanto para favorecer la sostenibilidad y la eficiencia energética como para el control de tiempos en las competiciones y&nbsp;garantizar la máxima seguridad.</p><p><!-- x-tinymce/html -->El coste de la entrada libre para adulto es de 3,85 &euro;. Los menores de 18 no pueden entrar al circuito si no están federados. Si&nbsp;lo están, los precios son, hasta 14 años incluido, 2,35 &euro; y de 15 a 26 años incluido, 3,10 &euro;.</p><p>Además, en estas instalaciones el Club Olímpico de BMX de Madrid se encarga de la gestión de la escuela de BMX de la Junta de Arganzuela, con clases de septiembre a junio para niños y adultos. Obtén más información y horarios en su <a href=""http://madridbmx.com/escuela-de-bmx"" target=""_blank"">web oficial</a>.</p>",https://www.esmadrid.com/deporte/centro-deportivo-municipal-circuito-bmx,"de Embajadores, 308",28045,,Spain,40.384278146806,-3.689646720886,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/P86lMYnYMqGrsPnMIBeiGV6dP_GHJDFy7MJvhmLsDR8/mtime:1576746069/sites/default/files/recursosturisticos/deporte/circuito_bmx.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/GJDTsHA-1udFTWA437WKNUQipj1O7J7DTJBtLFeVFzY/mtime:1524832499/sites/default/files/recursosturisticos/infoturistica/centro_deportivo_municipal_circuito_bmx.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/rrQzbIj0cvHIlN6-cHa1TSLK8q1zbNvUQmpil-zlSaY/mtime:1524832498/sites/default/files/recursosturisticos/infoturistica/centro_deportivo_municipal_circuito_bmx_3.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p><!-- x-tinymce/html --></p><p><strong>Horario de Circuito</strong>: (la pista debe abandonarse media hora antes de su cierre)</p><p>Lun - vier y fest: 15:30 -&nbsp;21:30 h</p><p>Sáb y dom:&nbsp;9:00 -&nbsp;14:30 h</p><p><strong>Horario de taquilla:</strong></p><p>Lun - vier y fest: 15:30 - 21:00 h</p><p>Sáb y dom: 9:00 - 14:00 h</p><p>&nbsp;</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,93786,,https://estaticos.esmadrid.com/cdn/farfuture/F-VpBwHfget9hmvF-7Wxs0d9x0rQ0IdEayw84zALysc/mtime:1524832502/sites/default/files/recursosturisticos/infoturistica/centro_deportivo_municipal_circuito_bmx_2.jpg,image,,,,,,,,,,,,,,,,,,,,,,,
es,Centro Deportivo C&iacute;vitas Alcal&aacute; de Henares,,,,Centro Deportivo C&iacute;vitas Alcal&aacute; de Henares,"<p><!-- x-tinymce/html --></p><p><strong>La nueva Academia del Atlético de Madrid se encuentra en <a href=""https://www.esmadrid.com/excursion-alcala-de-henares"">Alcalá de Henares</a>, ciudad patrimonio de la Humanidad y cuna del gran escritor Miguel de Cervantes. En sus instalaciones juega el Atlético de Madrid femenino, y es sede de los entrenamientos de los clubes pertenecientes a la academia. También se realizan campus, clínics y otros proyectos enmarcados en la expansión internacional del club.</strong></p><p>Situado&nbsp;en el barrio de Espartales, el centro deportivo tiene una extensión de 69 960 metros cuadrados, divididos en un estadio de césped natural con capacidad para 2 700 espectadores, cuatro campos de fútbol 11 de césped artificial, un campo de fútbol 7, nueve pistas de pádel, área de tecnificación para porteros y espacios polivalentes (vestuarios, gimnasio, tienda, cafetería, almacenes, aula de enseñanza y servicios médicos).</p><p>En la Academia se desarrollan actividades deportivas y formativas, como clases para niños y niñas con diversidad funcional o programas específicos para diversos colectivos. Además, la Real Sociedad Deportiva Alcalá dispone de uno de los campos de fútbol 11 para uso exclusivo de los equipos de categorías inferiores.</p><p><!-- x-tinymce/html --></p>",https://www.esmadrid.com/deporte/centro-deportivo-alcala-henares,"Gustavo Adolfo Bécquer, 64",28806,Alcalá de Henares,Spain,40.508293800000,-3.360855400000,Alcalá de Henares,,https://estaticos.esmadrid.com/cdn/farfuture/z2nJEmvbv8bdV_HUKnvbZ4_yW6pLGRKOhN5DBwjxClk/mtime:1568710799/sites/default/files/recursosturisticos/deporte/centro_deportivo_wanda_alcala_de_henares_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Y2mCieAdPHizh1KrR8mqAWgg8lDJF83tiOEQbT7BP4w/mtime:1568711018/sites/default/files/recursosturisticos/deporte/centro_deportivo_wanda_alcala_de_henares_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Wg77-zoL5kK7QqwL31CRHx04sPuXqV2WcyU90gQxOPE/mtime:1568711058/sites/default/files/recursosturisticos/deporte/centro_deportivo_wanda_alcala_de_henares_4.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,92804,,https://estaticos.esmadrid.com/cdn/farfuture/xzKOHgHbbacKc5zaV4NGfJvT6xqVIdHPqReFxFoQPc4/mtime:1568711128/sites/default/files/recursosturisticos/deporte/centro_deportivo_wanda_alcala_de_henares_5.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Jy1OVaOizXRW13rG-1Vt-eBknnfAaKlGsu94KVWvIuA/mtime:1568711304/sites/default/files/recursosturisticos/deporte/centro_deportivo_wanda_alcala_de_henares_0.jpg,image,,,,,,,,,,,,,,,,,,,,
es,Pista de Skateboard Ignacio Echevarr&iacute;a &ldquo;El h&eacute;roe del monopat&iacute;n&rdquo;,,,,Pista de Skateboard Ignacio Echevarr&iacute;a &ldquo;El h&eacute;roe del monopat&iacute;n&rdquo;,"<p><strong>Situadas en el distrito de Arganzuela, próximas a <a href=""https://www.esmadrid.com/informacion-turistica/matadero-madrid"">Matadero Madrid</a>, estas pistas de skate park y patinaje son una de las zonas deportivas más concurridas de <a href=""https://www.esmadrid.com/informacion-turistica/madrid-rio"">Madrid Río</a>, a las que pueden acceder personas de todas las edades de forma gratuita. La pista lleva el nombre de Ignacio Echevarría,&nbsp;un joven que&nbsp;perdió la vida&nbsp;en los atentados de Londres de junio de 2017&nbsp;tras enfrentarse a los terroristas con la sola ayuda de un monopatín.</strong></p><p>Con una extensión de 2315 m2, la instalación se compone de un espacio para practicar skate dividido en&nbsp;829 m2 de superficies curvas, y otros 867 m2 de terreno plano. Está dotado de dos bowls: uno cerrado, con espacios con alturas que oscilan entre 1,5 y 2 metro; y otro abierto, con diferentes elementos, como rainbows y dunas de distintas alturas.</p><p>La pista de patinaje tiene una extensión de 619 m2.</p>",https://www.esmadrid.com/deporte/pista-skateboard-ignacio-echevarria-heroe-monopatin,"de la Chopera, 4",28045,,Spain,40.395538672567,-3.703379631043,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/sOQn_JxkHjf2n4b3p2bD4jmrEpnPMLsKd3pnlhRD-uw/mtime:1556535394/sites/default/files/recursosturisticos/deporte/pista_de_skateboard_ignacio_echevarria.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/jiusLnPI2Ef_zG42weEbRyrIzBeHvYJXTHhheHz2_hc/mtime:1556535326/sites/default/files/recursosturisticos/deporte/pista_de_skateboard_ignacio_echevarria_2.jpg,image,,,,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Lun - dom: 10:00 - 22:00 h</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,91680,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Golf Santander,mastercaddie@golfsantander.es,(+34) 91 257 39 29,,Golf Santander,"<p><strong>Creado por el Grupo Santander y diseñado por Rees Jones, este espectacular campo de 18 hoyos fue inaugurado en 2005. Es considerado como uno de los mejores campos de Europa.</strong></p><p>En sus instalaciones se encuentran una tienda, una cafetería - restaurante, vestuarios, una sala polivalente, un Taylormade Performance Lab (donde se ofrece asesoramiento profesional y completo sobre la bolsa de palos a los jugadores), y la escuela de golf Jim Mc Lean, considerada la número uno del mundo por la prensa especializada.</p>",https://www.esmadrid.com/deporte/golf-santander,"Ciudad de Santander, s/n",28660,,Spain,40.393152709663,-3.878731727600,Boadilla del Monte,,https://estaticos.esmadrid.com/cdn/farfuture/RlTYRP6A5WgeNzv_1EbuZLY1Zoxh3bZ9lcaMS0RI7kE/mtime:1542193702/sites/default/files/recursosturisticos/deporte/golf_santander_6.jpeg,image,,https://estaticos.esmadrid.com/cdn/farfuture/ZpRDJwmYlvQn2Dmz7zlTMzV6eN8FYORm7NFsK5FAlM0/mtime:1542193587/sites/default/files/recursosturisticos/deporte/golf_santander_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/jARqDSWhDoSjFNJZ-mLSqGyKEDeG3lrHOjSNR4aZEPg/mtime:1542193632/sites/default/files/recursosturisticos/deporte/golf_santander_3.jpg,image,idTipo,4,Tipo,Deportes,Servicios de pago,,Horario,<p>Consultar web oficial</p>,idCategoria,7068,Categoria,Centros deportivos,,2022-09-20,90092,,https://estaticos.esmadrid.com/cdn/farfuture/YFkOir_0I_cI2ozIk4rqGlZmLIqUBFRZ3ZcxuR7kmnw/mtime:1542193671/sites/default/files/recursosturisticos/deporte/golf_santander_5.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/DYVonrGJeXjwFrmnQzyHs10Qz2ruNL5yeWjU1t2KQGs/mtime:1542193738/sites/default/files/recursosturisticos/deporte/golf_santander_7.jpeg,image,,,,,,,,,,,,,,,,,,,,
