basicData/language,basicData/name,basicData/email,basicData/phone,basicData/fax,basicData/title,basicData/body,basicData/web,geoData/address,geoData/zipcode,geoData/locality,geoData/country,geoData/latitude,geoData/longitude,geoData/subAdministrativeArea,multimedia/media/0/description,multimedia/media/0/url,multimedia/media/0/_type,multimedia/media/1/description,multimedia/media/1/url,multimedia/media/1/_type,multimedia/media/2/description,multimedia/media/2/url,multimedia/media/2/_type,extradata/item/0/_name,extradata/item/0/__text,extradata/item/1/_name,extradata/item/1/__text,extradata/item/2/_name,extradata/item/2/__cdata,extradata/item/3/_name,extradata/item/3/__cdata,extradata/categorias/categoria/0/item/0/_name,extradata/categorias/categoria/0/item/0/__text,extradata/categorias/categoria/0/item/1/_name,extradata/categorias/categoria/0/item/1/__text,extradata/fechas,_fechaActualizacion,_id,extradata/categorias/categoria/1/item/0/_name,extradata/categorias/categoria/1/item/0/__text,extradata/categorias/categoria/1/item/1/_name,extradata/categorias/categoria/1/item/1/__text,multimedia/media/3/description,multimedia/media/3/url,multimedia/media/3/_type,multimedia/media/4/description,multimedia/media/4/url,multimedia/media/4/_type,extradata/categorias/categoria/2/item/0/_name,extradata/categorias/categoria/2/item/0/__text,extradata/categorias/categoria/2/item/1/_name,extradata/categorias/categoria/2/item/1/__text,multimedia/media/5/description,multimedia/media/5/url,multimedia/media/5/_type,multimedia/media/6/description,multimedia/media/6/url,multimedia/media/6/_type,multimedia/media/7/description,multimedia/media/7/url,multimedia/media/7/_type,multimedia/media/8/description,multimedia/media/8/url,multimedia/media/8/_type,extradata/categorias/categoria/3/item/0/_name,extradata/categorias/categoria/3/item/0/__text,extradata/categorias/categoria/3/item/1/_name,extradata/categorias/categoria/3/item/1/__text,extradata/categorias/categoria/4/item/0/_name,extradata/categorias/categoria/4/item/0/__text,extradata/categorias/categoria/4/item/1/_name,extradata/categorias/categoria/4/item/1/__text,multimedia/media/9/description,multimedia/media/9/url,multimedia/media/9/_type,multimedia/media/10/description,multimedia/media/10/url,multimedia/media/10/_type,multimedia/media/11/description,multimedia/media/11/url,multimedia/media/11/_type,multimedia/media/12/description,multimedia/media/12/url,multimedia/media/12/_type,multimedia/media/13/description,multimedia/media/13/url,multimedia/media/13/_type
es,Roxanne Music Bar,,(+34) 649 21 69 63,,Roxanne Music Bar,"<p>Inaugurado en octubre de 2022, este bar de copas se encuentra situado frente al <a href=""https://www.esmadrid.com/informacion-turistica/jardin-de-las-vistillas"">Jardín de las Vistillas</a>, junto al popular barrio de La Latina. En él se puede bailar al ritmo de la mejor música nacional e internacional.</p>",https://www.esmadrid.com/noche/roxanne-music-bar,"de Bailén, 39",28005,,Spain,40.412344700000,-3.713644100000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/yx41UbeoyDKVztz4YTd2I2Z4jw_fEX7T_o-toWikt18/mtime:1685433485/sites/default/files/recursosturisticos/noche/roxanne_2.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/tG7Zp5Ydtmvxw9joc_aLd9LUdsUCJBbaYkUNIoy_nVU/mtime:1685433449/sites/default/files/recursosturisticos/noche/roxanne_1.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/YIIzy-KN7LPrsvFick-XK2OKwQa5R1zAaqZyJZB4il0/mtime:1685433524/sites/default/files/recursosturisticos/noche/roxanne.png,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Mier - Jue: 21:00 - 02:00 h</p><p>Vier - Sáb: 21:00 - 3:30 h<br />&nbsp;</p>,idCategoria,7157,Categoria,Bar de copas,,2023-06-08,102374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Lovo Bar,reservas@lovobar.com,(+34) 910 41 62 98,,Lovo Bar,"<p><strong>Inspirado en la legendaria bailarina Josephine Baker, icono de la cultura francesa en la década de 1920, este cocktail bar del Barrio de las Letras recrea una atmósfera elegante y sofisticada que transportará al visitante a otra época.</strong></p><p>El local se divide en dos espacios bien diferenciados: <strong>La Caza</strong>, en la planta alta, decorado con sofás corridos y una barra cuadrada en la parte central; y <strong>La Cueva</strong>, en la planta baja, más diáfano, con espacio para poder bailar al ritmo que marquen los dj.</p><p>Lovo Bar cuenta con una gran variedad de cócteles emocionales, inspirados en las etapas vitales de Josephine Baker. Con o sin alcohol, la carta ofrece diversas opciones entre cócteles clásicos renovados o innovadores. Para acompañarlos, se puede elegir entre varias propuestas gastronómicas delicatessen.</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.esmadrid.com/noche/lovo-bar,"de Echegaray, 20",28014,,Spain,40.415009700000,-3.699614500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/yfnrKw_QpXPZlv4YFUVfNb67OEnr4emEM4qMdD5nLgg/mtime:1684755988/sites/default/files/recursosturisticos/noche/lovo_bar_4.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Biw71hPVcLoI3S1f51xnWFEOg-LoQL0Ttd3IPIFFnrU/mtime:1684756026/sites/default/files/recursosturisticos/noche/lovo_bar.jpg,image,,,,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Dom - Jue: 17:00 - 04:00 h</p><p>Vier - Sáb: 17:00 - 06:00 h</p>,idCategoria,7157,Categoria,Bar de copas,,2023-06-08,102299,idCategoria,7160,Categoria,Coctelerías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Mi madre era una groupie,sideralgrupo@gmail.com,(+34) 609 14 37 47,,Mi madre era una groupie,"<p><strong>Los fans de la música e iconografía de las décadas de 1980 y 1990 están de suerte porque en este bar de copas del Barrio de las Letras se rinde homenaje a esta época a través de su decoración y su programación musical, en la que tienen cabida dj&#39;s nacionales e internacionales.</strong></p><p>En él se pueden celebrar eventos privados o corporativos.</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.esmadrid.com/noche/mi-madre-era-groupie,"de Santa Polonia, 5",28014,,Spain,40.412686000000,-3.697370500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/gjlZ7dRYGECe8wGfh3eGKNV9R5Tpgp2YFDMqMqs6Iw8/mtime:1684750622/sites/default/files/recursosturisticos/noche/mi_madre_era_una_groupie_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/N154Cj0FzLwX67dvs8_oa-089G1Ch_6BcG6tw5gHPG8/mtime:1684750659/sites/default/files/recursosturisticos/noche/mi_madre_era_una_groupie_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/2T0PkolAtl10XI7oR4YRCothlr_aVJVbRb-T3HgXBXA/mtime:1684750694/sites/default/files/recursosturisticos/noche/mi_madre_era_una_groupie.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Vier - Sáb: 22:00 - 03:30 h</p>,idCategoria,7157,Categoria,Bar de copas,,2023-06-08,102293,idCategoria,7161,Categoria,Discoteca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,The Bassement Club,hola@thebassementclub.com,,,The Bassement Club,"<p><strong>El distrito de Chamberí acoge este club, totalmente reformado, que acoge tanto sesiones de discoteca como conciertos y música en directo.</strong></p><p>Sus 1000 m<sup>2</sup> de espacio se dividen en dos zonas, con 4 barras y un equipo de sonido e iluminación innovadores. Su aforo para conciertos es de 450 personas.</p>",https://www.esmadrid.com/noche/bassement-club,"de Galileo, 26",28015,,Spain,40.432450000000,-3.710139600000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/9SNLDGy8IucBoro6PVr4jmkiVUQW1bhzwzx3nL9S06A/mtime:1684748509/sites/default/files/recursosturisticos/noche/the_bassement_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/-yGE1ASIpTiyT99l5l8IiAj2j0cTt5fHvqmed0x9cYw/mtime:1684748561/sites/default/files/recursosturisticos/noche/the_bassement_3.jpg,image,,,,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Jue - Sáb: 24:00 - 05:30 h</p>,idCategoria,7161,Categoria,Discoteca,,2023-06-07,102291,idCategoria,7164,Categoria,Musica directo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Quintoelemento,reservas@quintoelementorestaurante.com,(+34) 91 853 26 28,,Quintoelemento,"<p><strong>Desde la séptima planta del edificio que acoge a la discoteca <a href=""https://www.esmadrid.com/noche/kapital"">Kapital</a>, en la calle Atocha 125, este restaurante promete una experiencia gastronómica exquisita, que se complementa con una gran variedad de cócteles, clásicos y de autor. Todo ello en un entorno audiovisual único y envolvente, compuesto de videoarte, pantallas led interactivas de gran formato y video mapping, así como de una gran cúpula que se abre en su totalidad al cielo de Madrid.&nbsp;</strong></p><p>La propuesta gastronómica, la cuidada decoración y la experiencia audiovisual evocan a los cuatro elementos: tierra, fuego, aire y agua.</p><p>El local, de 180 m<sup>2</sup>, se compone de dos plantas. Además del comedor principal de la séptima planta, se encuentra un espacio singular y privado en la sexta, destinado a grupos reducidos, que comparte con la extensa bodega.</p><p>Su coctelería de autor, en la que también se encuentran combinados clásicos, sirve tanto para empezar, terminar o para maridar con la carta. En sus cócteles se pueden apreciar toques asiáticos y latinoamericanos, al igual que en su propuesta gastronómica, liderada por el chef Juan Súarez de Lezo.</p><p>&nbsp;</p>",https://www.esmadrid.com/noche/quintoelemento,"de Atocha, 125",28012,,Spain,40.409742800000,-3.693030500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/dkBLNra70D8ykNKGBZ8O8JtWOz4RCPzuTAlUytdP_p4/mtime:1683799016/sites/default/files/recursosturisticos/noche/quintoelemento_4.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/YAEbQcNcE839Ag0MZKXiEQfI9vLhEf1w6bf2dvY3tgs/mtime:1683798925/sites/default/files/recursosturisticos/noche/quintoelemento_2_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/bOu_3P99SoBemzAIMtL3WSl4l95_JDOWkb1in68CY9Y/mtime:1683799112/sites/default/files/recursosturisticos/noche/quintoelemento.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Lun - Dom: 13:00 - 02:00 h</p>,idCategoria,7160,Categoria,Coctelerías,,2023-05-24,102231,idCategoria,7161,Categoria,Discoteca,,https://estaticos.esmadrid.com/cdn/farfuture/eshHEktdqC9M-y_eG-Jw_CVx3zYQWJgysf9MHDI0RmI/mtime:1683798984/sites/default/files/recursosturisticos/noche/quintoelemento_3_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/YhFQK8y0PTzojtdAReFP064ODb9gL452wZyYLIRLIDE/mtime:1683799057/sites/default/files/recursosturisticos/noche/quintoelemento_5.jpg,image,idCategoria,7165,Categoria,Terrazas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Rosi la Loca,contacto@rosilaloca.com,(+34) 915 326 681,,Rosi la Loca,"<p><strong>El grupo de restauración La Cabra Loca se encuentra detrás de esta extravagante y divertida taberna en la que se puede disfrutar, desde 2015, de una coctelería variada y una cocina fusión mediterránea perfecta para tapear. Su decoración colorida y los originales vasos en los que se sirven los cócteles, inspirados en los dibujos animados de <em>Alicía en el País de las Maravillas,</em> no dejarán indiferente a nadie.</strong></p><p style=""text-align:justify"">Para crear este mágico espacio se ha contado con el trabajo de diferentes artesanos nacionales e internacionales, quienes han dado forma a un interiorismo de fantasía, lleno de curiosidades y de secretos escondidos. Un techo cubierto de flores, lámparas traídas de París, ilustraciones, posados, y un maravilloso hilo musical, son algunos de los detalles que hacen de Rosi La Loca posiblemente uno de los rincones más instagrameables de la ciudad.</p><p style=""text-align:justify"">Y todo ello, acompañado de una original y única vajilla diseñada por el conocido artista Piñeiro y de un equipo que con sólo su energía y su locura hacen que te traslades a un mundo de fantasía.</p><p>Su carta líquida se compone de una original propuesta de cócteles y sangrías artesanales y una selección de vinos.</p><p>Para la carta de comida, Rosi la Loca cuenta con Javier Alfaro como chef ejecutivo, quien se encarga de elaborar platos sorprendentes tanto por su sabor como por su presentación, en los que se puede disfrutar de una innovadora cocina mediterránea con toques internacionales llenos de matices asiáticos, árabes, nikkei, italianos&hellip;</p>",https://www.esmadrid.com/noche/rosi-loca,"de Cádiz, 4",28012,,Spain,40.415723300000,-3.702890300000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/ZyYnKAGVA_5nNMW1m2zvA3dBvM0FOdDZRYCrAPJmIbY/mtime:1684927394/sites/default/files/recursosturisticos/noche/rosi_la_loca_6.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/bkxfRofqOfz26qSKY49GIujrYJ6QiVLNE58VKviGPG0/mtime:1683794836/sites/default/files/recursosturisticos/noche/rosi_la_loca_5.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/0u5p17jyCm-oyeo7ijCkAbo8snc1QSzcltDV_7fVOUw/mtime:1684927350/sites/default/files/recursosturisticos/noche/rosi_la_loca_8.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p><strong>Coctelería y copas:</strong></p><p>Lun - Dom: 13:00 - 01:00 h</p><p><strong>Restaurante:</strong></p><p>Dom - Jue: 13:00 - 24:00 h</p><p>Vier - Sáb: 13:00 - 24:30 h</p>,idCategoria,7496,Categoria,Bares,,2023-05-24,102228,idCategoria,7160,Categoria,Coctelerías,,https://estaticos.esmadrid.com/cdn/farfuture/GtOVrCv-FoYMUvWvapNHOZyWKDemMXWidzfMRRQ0SRI/mtime:1683795041/sites/default/files/recursosturisticos/noche/rosi_la_loca.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/C8kWAunsvKLHAKno5JKpveJZqzERHD0toV7kmopkLZQ/mtime:1684927443/sites/default/files/recursosturisticos/noche/rosi_la_loca_9.jpg,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Angelita Madrid,info@madrid-angelita.es,(+34) 915 21 66 78,,Angelita Madrid,"<p><strong>Los hermanos David y Mario Villalón, sumiller y mixólogo, dirigen esta gastro coctelería (que también es un bistró y un bar de vinos) desde 2017. Situada en Chueca, ha sido galardonada como Mejor Coctelería de España en los premios FIBAR 2021. Su gran variedad de destilados destacan por su creatividad, su sostenibilidad y por elaborarse lo más saludables posible.</strong></p><p>La coctelería de<em> Angelita </em>se encuentra en el sótano del local. Allí, Mario Villalón y su equipo practican una coctelería experiencial elaborada con ingredientes caseros, muchos de ellos procedentes de la huerta familiar en Zamora. Cuenta con una colección de destilados muy personal y permite combinar cócteles con una selección de vinos y tapas de carácter internacional.</p><p>Para conseguir que sus cócteles sean más saludables, han eliminado los azúcares artificiales y rebajado el volumen de alcohol. En materia de sostenibilidad, prescinden también del hielo para enfriar las bebidas, utilizando un material especial en sus copas, el tritán, que consigue mantener una temperatura fría durante varias horas.</p><p>En la planta superior <em>Angelita</em> también es un restaurante que ofrece una cocina tradicional renovada, elaborada con productos de temporada, y un bar de vinos, en el que se puede disfrutar de más de quinientas referencias</p><p>&nbsp;</p>",https://www.esmadrid.com/noche/angelita-madrid,"de la Reina, 4",28004,,Spain,40.420346300000,-3.700360300000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/fOR6rxGTOPAkcweCsa5lCOLGJCQwarhYPvZuz6It6IQ/mtime:1683725945/sites/default/files/recursosturisticos/noche/angelita.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/mEAVAtA3yRH0QY43qdDFhMmZW3p4vznXxw7-Ym-zVzI/mtime:1683726000/sites/default/files/recursosturisticos/noche/angelita_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/7MBEqfL1faOWkq15u3-lksyQl6jpN7_SVM1VHcswD9Y/mtime:1683726046/sites/default/files/recursosturisticos/noche/angelita_2.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Lunes: 20:30 &ndash; 02:00 h</p><p>Mar&ndash; Jue: 13:30 &ndash; 02:00 h</p><p>Vier &ndash; Sáb: 14:00 &ndash; 02:30 h</p>,idCategoria,7496,Categoria,Bares,,2023-05-24,102222,idCategoria,7160,Categoria,Coctelerías,,https://estaticos.esmadrid.com/cdn/farfuture/pmMieapV4E6KKYWggFHHQEL_D32mi8BgQWaW1YklXMY/mtime:1683726079/sites/default/files/recursosturisticos/noche/angelita_4.jpg,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Fitz Club Madrid,,(+34) 697 570 801,,Fitz Club Madrid,"<p><strong>Junto a Plaza de España se encuentra esta novedosa sala que, inspirada en el escritor F. Scott Fitzgerald y los clubs y fiestas de los locos años 20 del siglo XX, ofrece un concepto rompedor en el que tecnología y música se dan la mano en un espacio versátil en el que se pueden celebrar conciertos, eventos privados o sesiones de DJ con música open format.</strong></p><p>Esta nueva discoteca se encuentra en el espacio que ocupó la Sala Arena. Cuenta con dos plantas en las que se distribuyen diferentes salas, entre ellas una VIP, y su decoración recuerda al glamour decadente de los años 20. La iluminación y las nuevas tecnologías ocupan un lugar destacado en una decoración en la que se pueden apreciar texturas naturales, formas orgánicas y vegetación.</p><p>&nbsp;</p>",https://www.esmadrid.com/noche/fitz-club-madrid,"de la Princesa, 1",28008,,Spain,40.424034700000,-3.710968600000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/hPJG0VeAN5injcwnYwrYUDJJTnvIHACMF3Tc6YVDQh4/mtime:1681729009/sites/default/files/recursosturisticos/noche/fitz_club_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/gnNcFCvlx927qi4gv9Iwlat0DAyR4GmQh0f9jnEXQm8/mtime:1681729083/sites/default/files/recursosturisticos/noche/fitz_club.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/zDUJnYM1PilwNHIUSzROSVvYJ4K0EToPasR_Yh1WfPo/mtime:1681729056/sites/default/files/recursosturisticos/noche/fitz_club_3.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Jueves a sábados: 23:30 - 06:00 h</p>,idCategoria,7161,Categoria,Discoteca,,2023-07-05,102034,idCategoria,7164,Categoria,Musica directo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Bar Rowland,,,,Bar Rowland,"<p><strong>Situado en el Parque de la Avenidas, en el distrito del Barrio de Salamanca, este mítico bar lleva en pie desde 1978, siendo un referente para todos los amantes de la música. Convertido en lugar de culto en la década de los 80 gracias al grupo musical Hombres G, que le menciona en varias de sus canciones y aparece en algunos de sus videoclips y películas, <a href=""https://diario.madrid.es/blog/notas-de-prensa/madrid-homenajea-al-bar-rowland-referente-musical-en-la-ciudad/"" target=""_blank"">en marzo de 2023 el Ayuntamiento de Madrid le rinde homenaje</a> con una placa que reconoce su labor de difusión y promoción de la música. </strong></p><p>Este pequeño bar de copas destaca por la buena música que se puede escuchar en él, principalmente rock de los años 70, 80 y 90, y por el buen ambiente.</p>",https://www.esmadrid.com/noche/bar-rowland,"de Baviera, 9",28028,,Spain,40.442466700000,-3.663160300000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/slmLtS0DnKtyxfGANCVtlGhocoRRs2AYvWcxCLZJS4w/mtime:1680074681/sites/default/files/recursosturisticos/noche/bar_rowland_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/26Hn7rvnIb8xfOT_w6mnvssgyIY4_CctcsmxLqkg_fA/mtime:1680074718/sites/default/files/recursosturisticos/noche/bar_rowland.jpg,image,,,,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Miér &ndash; Jue: 20:30 &ndash; 02:30 h</p><p>Vier &ndash; Sáb: 20:30 &ndash; 03:30 h</p>,idCategoria,7157,Categoria,Bar de copas,,2023-04-05,101912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es,Insomnio Club Madrid,info@insomnioclub.es,,,Insomnio Club Madrid,"<p><strong>Situada en el distrito de Chamberí, esta sala es el lugar perfecto para disfrutar de fiestas, sesiones de dj&#39;s y propuestas musicales de todo tipo durante toda la noche.</strong></p><p>Insomnio Club cuenta con la última tecnología en luces y sonido, un aforo para 500 personas y una decoración impactante.</p>",https://www.esmadrid.com/noche/insomnio-club-madrid,"de Céa Bermúdez, 21",28003,,Spain,40.438644300000,-3.709509600000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/fItk6E2mtagingODhrzUdQvBJf0uZBwXayby1poi9Wg/mtime:1679662346/sites/default/files/recursosturisticos/noche/insomnio_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/jKWdxIdD1TTkceBesO9manqXvV3xtFwqDRxa9MLCmkE/mtime:1679662307/sites/default/files/recursosturisticos/noche/insomnio_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/moPHNZm6dv9djd7hugbByc9S9w1UbGptaqJLOD3ovFw/mtime:1679662386/sites/default/files/recursosturisticos/noche/insomnio_4.jpg,image,idTipo,7,Tipo,Clubs,Servicios de pago,,Horario,<p>Viernes y Sábado: 23:00 - 06:00 h</p>,idCategoria,7161,Categoria,Discoteca,,2023-04-04,101874,idCategoria,7164,Categoria,Musica directo,,https://estaticos.esmadrid.com/cdn/farfuture/eEkykDhhTjrd1ODg1AJJVrnCX-5jLY0pdDYtFDzzBSo/mtime:1679662411/sites/default/files/recursosturisticos/noche/insomnio.jpg,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
